"SYMBOL" "CA81406_BC.11_" "CA81425_.6_XXX" "CA81425_BC.12_" "CA81425_BC.17_" "CA81425_XXXXX" "CA81426_.7_XXX" "CA81426_BC.13_" "CA81426_BC.18_" "CA81426_XXXXX" "CA81426_XXXXX" "CA81428_.8_XXX" "CA81428_BC.1_P" "CA81428_BC.14_" "CA81428_XXXXX" "CA81429_.9_XXX" "CA81429_BC.15_" "CA81429_BC.20_" "CA81429_BC.3_X" "CA81429_XXXXX" "CA81435_BC.16_" "CA81436_BC.21_" "CA81436_XXXXX" "CA81437_XXXXX" "CA81438_BC.23_" "CA81438_XXXXX" "CA81438_XXXXX" "CA81439_BC.22_" "CA81439_XXXXX" "CA81439_XXXX" "CA81440_XXXXX" "CA81637_XXXXX" "CA81637_XXXX" "CA81641_SSo8_f" "CA81647_SSu8_f" "CA81649_ST16_f" "CA81665_SSu16_" "CA81667_XXXXX" "CA81668_SSo16_" "CA81669_SSo16."
"RYK" 2440.83544369174 2637.12074895034 1716.93767114591 1631.15415230861 2605.36674863737 2433.27225612298 1615.41095366615 1440.94219190035 2073.17106269343 1314.51446809258 2525.20968102798 3029.81856296034 2035.12494114341 2068.01362078642 2817.19226395792 2721.00360911703 2476.83810483781 2820.88922739513 2128.64095440185 2333.85021770062 2036.61271625567 1625.25728245334 3230.78715869574 1379.91246261968 1396.37809179739 1631.57779032478 1458.8952450907 1423.37420436564 2347.3709494935 2175.31479521148 2548.04896513097 2108.33851429867 2252.50588527714 2194.99639574334 2737.31861424331 2473.49149136794 2589.24865659946 2759.30532592136 2639.84466446912
"RYR1" 1770.7297929474 1565.39076338934 1308.08587200227 1423.74545079855 1985.37423409303 1722.48509100124 1745.16227305636 1793.94222077873 1929.42773004092 2132.9655830171 1615.85449119819 1682.15943674284 1547.5823547427 1624.06486696485 1964.92738853021 2125.00721635057 1936.2374216437 1872.38909241703 2118.20033946008 1523.19886235105 1321.9774029337 1481.82280489915 1942.37323222228 1269.58083301145 1454.68854772949 1740.42218857494 2390.9760488645 1950.90001021758 1999.71987991153 1509.07388227204 1775.26963179604 1825.60600119442 1666.76725712209 1813.17750359564 1655.28440851278 1811.45127042512 1887.45467591048 1947.51277827331 2052.66247614057
"RYR2" 11118.4597053993 11291.499656679 8623.06579400443 8411.75813953009 9657.49368587389 11596.1029313887 10341.9235667402 8115.82095509499 10038.3613910778 3370.65677289694 13267.3575244334 13050.7895269631 10920.617956528 7480.13112574203 13681.4718956738 11596.1029313887 10038.3613910778 12341.6590978719 7480.13112574203 10192.736773892 7283.10763670989 1794.52550150667 12507.6390085333 6112.3633022643 1555.68284668547 5344.42484201309 4849.58226062722 4694.72908923599 11291.499656679 9413.25491447008 8215.74945067183 8411.75813953009 9543.28493932225 10038.3613910778 9657.49368587389 12185.645451575 13267.3575244334 14002.8722253911 12861.5251657712
"RYR3" 1825.03164569736 1452.29470224718 1425.28623138474 1379.04897331235 1420.81118166796 1613.20795824598 2259.20353553478 2105.27142867683 1721.15267959505 2778.60588800517 2118.20033946008 2284.95824824477 2457.30531200834 2027.00414594648 1608.86701763178 1462.15385157701 1892.05498908274 1615.85449119819 1791.82550037442 2190.15614179414 1034.79873699868 1388.24782509216 1928.12104645747 1073.8775531528 1196.37316495985 1621.56976451761 2975.34084775019 1785.85882229705 1640.866059236 1511.53970849432 1792.48299820078 1701.01893347008 1775.7863057739 1546.83345064127 2017.13534399433 1554.67615205161 1723.41117374431 1686.9979125422 1763.63418206056
"SACM1L" 1907.98955976132 1258.08723509272 1177.66544487116 1484.13543009315 888.695654146164 1558.20163043421 1588.52546559702 2029.18988273233 1084.36701733005 1519.87409112667 1492.34989042547 1532.01061397783 1124.90639986632 1228.31293953886 1553.56828364633 1376.9357013041 1262.06074313948 1649.83183847204 1401.79788270619 2336.07654148064 1308.08587200227 1452.92174060652 1686.32540151933 1435.23394744004 887.134820811502 6785.42828054142 2997.57795409511 2306.93779500505 1732.48062108462 1883.61210756125 1864.07490923774 1889.75755690671 1985.9856808489 1901.41421454014 1043.29697005413 1953.29410037785 1775.26963179604 1768.50255478222 1973.53234242298
"SAMD8" 1317.71522475742 1429.37016386317 1918.4855072342 2040.23208643554 1265.96062595529 1700.530074546 1683.07909773479 1879.87112073612 1352.12955490577 2692.99390906418 1458.8952450907 1281.30526678639 1544.8675881129 2210.9249778222 1575.45961242213 1801.6496255489 1807.92946929575 1617.01057771323 1863.03149569594 1583.42132451426 1933.1956175554 674.138747420431 1799.87222097738 1277.84613531167 1491.32058777963 2260.28138259333 3546.94925343364 2383.92858859563 1883.61210756125 1866.77235877333 1715.68244121226 1805.54062247584 1728.14283869988 1586.37090185931 1351.42665803515 1763.14985460293 1640.866059236 1704.30684978014 1763.14985460293
"SAP18" 1659.23537285044 1451.5981022639 1801.14234910726 1711.22598599155 1538.3982688188 1707.82022678895 2298.63511128763 2027.5946899188 1930.0541430263 2750.53794392362 1732.48062108462 1979.81983861854 1926.98742952924 1765.08067538789 1708.29083158978 1941.06836281441 2114.10001268096 1722.48509100124 2103.2869294926 1908.87204200662 1439.04099800857 3618.48581108588 2284.95824824477 1088.74437577176 1005.09456181429 1744.67142965133 2232.63377385697 1689.43834530804 1900.26006730798 1448.29629364861 1857.99995511392 2158.39529354739 1686.9979125422 1411.89627746031 1583.42132451426 1229.04071364193 1573.69992474186 1479.54045707017 1311.63340619366
"SAR1A" 1603.20706510575 1418.21298022418 1180.22254067539 1094.52047857824 1456.54652513737 1439.04099800857 1165.07025063265 1259.44306268878 1591.63820319529 1217.50337402917 1639.665539283 1772.88304727302 1817.90952215636 1415.53473354455 1423.37420436564 1343.46615839652 1401.53086359759 1449.40732176746 1399.08082998568 1538.12870452788 821.041255005389 578.433733540863 1657.09122729319 1039.25923990217 1275.64271066827 1247.2551538866 2145.50457469894 1456.54652513737 1133.93078659318 1054.87626933548 1603.20706510575 1785.50122916499 1358.7764774427 1197.53782074947 1809.13645730831 1606.85576027763 1282.41774361826 1372.98451027575 1601.97399254066
"SAR1B" 5028.22153410084 4558.74207665219 5602.23617606964 5468.80359133711 4932.77042815745 4423.7951923553 6163.83000342363 5695.17361929874 5765.149961093 5931.64622829874 4998.3639548476 5535.9444572251 7057.93520355217 6300.5652604594 4932.77042815745 5535.9444572251 6913.77916846047 4482.73786627508 5854.14041943258 6913.77916846047 4878.91029776943 5468.80359133711 6112.3633022643 3433.83391484179 1647.18227408557 5931.64622829874 2282.44382697008 2607.74391130413 5049.70027031994 2759.30532592136 5243.35447897855 5570.12802480789 3854.41623212313 2336.07654148064 3277.15388105315 2941.42599716958 4767.61107068391 2949.05158200794 2802.30692657471
"SARDH" 1735.53314731738 1917.83166939344 1951.37560980395 2355.15886412364 1915.19843144889 2029.76171248283 2023.96605507783 2348.60817894673 2091.28186449286 2366.49772154163 1949.46768377029 2027.5946899188 1591.63820319529 1496.49288880001 2142.44270396597 2311.73231193885 2292.84889411132 2211.8968090708 2314.67748773866 2016.30543944791 2230.70218875062 2504.68656359741 2492.83033126205 1567.81055995636 1537.13272516476 2592.9475460165 5725.11702058153 2659.08000394472 2705.45799585417 1685.89364514823 2179.0316453591 2389.76385917069 2078.03829258903 2041.75557478273 1405.74755187655 2155.09471920033 2406.12641602954 2083.08367711633 2167.38839488153
"SARS2" 1217.13341646654 1268.90892043246 1943.08236951337 1793.36699271354 1302.76804454685 1368.01013962319 1267.95435719065 1319.27129189378 1069.66834041249 1627.37134937772 1294.89325415824 1116.39205962588 1161.5384735178 1358.10104512567 1456.87596654773 1597.53194340337 1404.99255379521 1534.71158269881 1460.9488733932 959.001935279128 1339.2371784044 2861.72966817843 1762.66121923102 1116.84435328718 913.443537058625 1919.89085903818 2979.10061412044 2341.86157877488 1773.51284700577 1694.95656643217 1962.40560384433 2022.24190860511 2235.34419776832 1837.85401433281 1152.34554920863 1454.68854772949 1725.4873526634 1787.9897580848 1761.66424235354
"SBDS" 1138.77047826876 660.561672021831 2146.25124144302 2006.95486401743 1171.58346218738 766.62843262876 2294.49806499217 2259.20353553478 805.39557483224 5436.74825271109 844.29331573239 684.553490758135 905.822968790146 1333.31959637676 886.161707342756 1014.4309549521 1553.56828364633 963.618045859278 1492.70701368478 1544.8675881129 1368.61340538052 1263.46081216329 1340.0258290971 795.220388454474 1266.63964298611 2043.23549536087 5049.70027031994 1863.03149569594 1460.66462640766 1286.1092352017 1803.78242334757 1791.82550037442 1135.59498907526 1083.01421152889 1209.17000563743 980.313409429877 870.165975257718 952.889897086409 882.127392020257
"SC5D" 768.199358074287 632.532242034796 1659.7595465063 1814.26366378752 610.386028886184 618.120220032134 1153.85940803935 1424.35691687627 478.023960584659 1938.3977638717 228.194792952495 572.728159457464 171.170022333627 862.781503910678 816.445778476385 957.796654145846 1302.07571856431 824.374385689675 1232.64315334279 1212.7513024083 800.469273253191 1359.03077207947 1105.08829288304 714.968454045099 807.860287663236 1750.25150667238 4059.71732725833 1666.76725712209 1060.24360601479 935.936385557572 1448.65657067392 1436.85574499068 1196.37316495985 714.968454045099 688.598706748201 294.665273269744 198.483398932653 260.16302252866 702.813801341696
"SCD5" 1525.16562717534 1918.4855072342 2544.46800371449 2442.25162923362 1620.0174991653 2086.11574162007 1837.85401433281 2035.12494114341 1531.34203019158 2289.02987087028 1488.23675415576 1568.1794351572 1278.09819984142 1419.10610217555 1780.08508792038 1509.07388227204 1883.61210756125 2034.46240644072 1674.16304467914 1884.26684177553 1943.08236951337 2455.27903759241 2279.75245543521 1271.85290361961 1238.95451202617 2192.00066267231 4745.76323337792 2185.1067282338 1999.18798589735 1650.69457427248 2193.01795092815 2398.81024494023 2485.32294352478 1967.30299960808 1440.21196670627 1920.99435238219 1931.75680600952 2018.60775631493 2255.68817763826
"SCN10A" 1342.04913070337 1238.95451202617 1816.77985241051 1979.81983861854 1318.90529192401 1607.39659273445 2332.08115380255 2096.48410230812 1698.15822463455 2927.16478027665 1827.30376369247 1866.06553209547 2257.09202087522 2506.92535946567 1710.50993621176 1522.41253241513 2154.11787384378 1572.3699670734 1892.05498908274 1416.63323181564 1892.76759718469 1399.71105590493 2075.5587247155 1292.93619630362 1667.15375945349 1741.59160967735 2043.23549536087 1513.02100233595 1458.32140826751 1436.85574499068 1904.47326529593 1954.09216010034 2389.76385917069 1620.0174991653 1852.75141309725 1715.14078936662 1736.07667355466 1632.84878600454 1385.74982334387
"SCN11A" 516.285292327354 671.514793081865 826.33458618421 740.815415637951 856.117954223774 699.067429051339 1243.48592329774 1285.49117286672 845.553036010951 1272.83517699359 1291.0767253072 1418.82333649969 1587.76149496018 1338.2435793938 1005.51914608387 1072.58020072265 1230.39732663119 958.397865983117 1138.3381985527 915.796724638043 1080.07042423258 1188.66864916654 1129.92802447549 797.598764088541 1265.96062595529 1249.0977796829 1842.73423198864 1259.71488813842 701.01091403285 968.789181213424 1360.25207224304 1276.80633219294 1299.90151505402 738.026683894501 1186.3248811834 951.635812581246 625.181074268686 625.181074268686 878.205033602054
"SCN1A" 922.324150587794 1316.16802648286 1266.96443725224 1413.37258859631 1343.75084734293 1236.22406936327 1242.74463182672 1271.1854275366 1510.64480316155 1106.3222551618 1146.72476886872 1167.18312345528 1421.47509876744 1174.71061875012 1315.21505157191 1312.39565341039 1592.74391824892 1299.21111563875 1355.53650838854 1216.53079945722 1288.45941874331 1030.68558008577 1253.83072476304 1023.67944115838 1384.37657246284 1345.77489603542 1774.71796447065 1372.46373033088 1144.30262532898 1057.64780892026 1187.49324441387 1277.84613531167 1435.23394744004 1152.67236896597 1220.27822747855 1349.33195512581 1127.4710943379 1166.7976315192 1198.09299017984
"SCN1B" 1197.75954832492 1725.899600568 1840.65779173201 1586.77626211313 1971.38443805102 1781.9233943744 1580.42028907629 1645.20922808109 2088.31927505407 1623.32340600637 1594.41775149826 1629.8638154724 1787.25254628455 1754.14768901986 1905.77444391314 1923.17766539863 2197.16167349523 2009.28792467335 1912.13383365234 1529.26881806344 1577.91606044307 1620.0174991653 2119.37994287949 1648.59565956065 1637.95239668986 1817.40463929431 1850.47179697702 2163.95902004869 1951.37560980395 1593.08978755619 1957.00052174296 2046.62630643284 2117.13131672872 2072.40778202026 2530.21308569515 1918.4855072342 1919.89085903818 1882.78206955829 1964.92738853021
"SCN2A" 1668.58289853252 2021.47250628404 2142.44270396597 1953.29410037785 1910.28125570108 2085.33721781011 1844.49125078802 1926.98742952924 1768.12043386833 1820.8483042978 2187.98997295338 2346.25470027361 2304.80207016339 2310.65346184237 2280.929643976 1820.34259639713 2409.55425116955 2442.25162923362 2306.93779500505 2101.53441647092 1968.55983461321 1716.93767114591 2269.37111257204 1597.93522280563 1563.44010343404 1980.33611277952 1716.50586858535 1823.78905010373 2003.99144423759 1980.33611277952 1992.25918656699 1988.92257324703 1972.01609809182 2030.62831664889 1837.19684826618 2083.87821474216 2035.12494114341 2334.98428031207 2257.09202087522
"SCN2B" 1083.01421152889 1288.04092329544 864.780829578861 990.923132893815 985.940117065547 1083.01421152889 1071.72486706026 1417.27801427897 857.73785636687 1216.53079945722 1572.03884023539 1815.71375592031 1512.69852176333 1301.29561439134 1486.76852631392 1205.10208267131 1360.6190869676 1487.9250050204 1221.68885111369 1437.85278879959 987.722893119122 1321.9774029337 1853.6593995522 1154.47302590976 1263.84032464751 1054.87626933548 1550.69479526843 1035.22099357173 1027.02247564359 1036.67167877799 1719.83605630808 1679.39305399409 1569.31814965335 1360.6190869676 1032.08520374812 863.672828265044 889.9530218304 1218.94335696732 1581.21171855143
"SCN3A" 985.445848734254 1882.24693493591 1942.37323222228 1782.95458432119 1743.22708824335 1667.66116186465 1380.4973189295 1235.58969688005 1313.52459353511 1342.44201538688 1582.80307209936 1519.62621066154 1890.37390339694 1833.3441817698 1637.5707644862 1625.60412473378 1587.3728683973 1599.17658606379 1550.36255746013 1351.42665803515 1511.12518371064 2035.88305565024 1810.83246232035 1368.61340538052 1582.80307209936 1462.90098763144 1600.66706410872 1450.1758340291 1348.34347769361 1232.09897210432 1593.08978755619 1534.71158269881 1715.14078936662 1732.48062108462 1473.70970045563 1725.4873526634 1722.95932294005 1770.24171729599 1745.53790739597
"SCN3B" 927.877901159247 1782.95458432119 1746.53061966413 2025.48589807457 1598.40616442059 1280.35500472346 1652.20480045913 1432.34096406361 1282.41774361826 1421.47509876744 1299.90151505402 1425.28623138474 1831.42471532843 1835.18800085693 1401.19903686284 1533.49681804667 2075.5587247155 1443.26753315339 1930.58595338642 1665.09108153597 1764.18519029114 1551.07247477395 1585.01956872445 1236.22406936327 1604.10265973871 1659.7595465063 1663.29584641013 1492.70701368478 1174.36950734578 1436.25997715992 1454.33485356455 1533.49681804667 1406.9023126668 1288.04092329544 1365.36104743021 1207.69186733852 1304.41734528022 1181.39337377762 1136.13877763989
"SCN4A" 1515.24376097561 1889.75755690671 1729.76977417269 2116.40004657186 1199.17490887583 1594.41775149826 1394.06276561374 1454.33485356455 1190.94986165865 1458.60633718819 1446.49775798425 1279.98068590245 1977.91103173584 1857.99995511392 1949.46768377029 2167.38839488153 2336.07654148064 1458.8952450907 2447.56693255549 1492.34989042547 2132.9655830171 1069.66834041249 1694.95656643217 1491.97474422219 1624.54350323218 1730.33336859741 1445.81781898514 1784.62001863996 2011.61919197479 2055.75252549137 1366.16885043202 1483.44865417334 2338.16108099448 1722.48509100124 1284.74264570928 1659.7595465063 1569.69109873524 1641.27329451327 1771.61512682521
"SCN4B" 1354.9684348182 1903.01409115162 1510.64480316155 1758.69331288691 1593.89326825443 1590.85790360016 1258.38421149736 1190.42938221812 1412.62336511019 1005.51914608387 1694.44086233443 1583.11166562546 2111.85865634334 1718.52767811468 1961.14934976017 2235.34419776832 2138.50892910492 1855.32026048642 2193.01795092815 1543.47381281138 1499.60567240458 1984.03122601445 1633.60339410519 1423.37420436564 1502.28881788054 1524.72431945584 1392.25664851833 1618.77179335695 1279.6376292445 2090.44420047714 1546.02326557381 1543.47381281138 1879.34111587091 1938.3977638717 1298.16502170699 1900.26006730798 1827.99394134622 2199.35911654867 2206.23138932435
"SCN5A" 1421.47509876744 2163.95902004869 1955.02514384526 1979.17712312312 1957.63763524175 1784.62001863996 1809.80179682122 1738.5755282306 1707.41327050346 1758.69331288691 1961.82554077603 1977.26101713142 2496.08011607937 2276.59205827446 2040.23208643554 2074.86954071575 2510.67582954519 1854.72109438715 2521.22268037821 1839.22221678623 2221.28650851408 1832.45405870163 2027.00414594648 1505.79556250621 1603.56691697252 1672.83012788823 1403.8073931172 1691.94489076818 1827.99394134622 1912.58262104277 1842.20056383921 1857.51838342794 1589.63797876135 1882.78206955829 1399.96627358514 1792.98521532318 1863.42739531956 1863.42739531956 1870.38834428433
"SCN7A" 1112.01667427213 1260.62134958761 910.933912834581 1069.66834041249 1195.86708032728 1118.05295094236 972.42309844847 777.897102273235 1304.82319273788 572.728159457464 1207.69186733852 1286.77978949492 1358.7764774427 1128.81921947864 1194.71385754127 1188.96897088196 1439.04099800857 1228.02180722887 1266.63964298611 1093.10165306557 1166.43355595357 1381.25254285459 1310.17009105218 1104.09751221888 1247.92554180786 874.662539252591 1275.64271066827 1143.03592466548 1034.79873699868 882.127392020257 1325.01034958019 1210.80570483251 1275.03584076157 1145.12354433707 776.355448759495 654.053509276762 777.897102273235 728.782988411459 970.829023038557
"SCN8A" 1458.8952450907 1892.76759718469 1799.37775585153 1896.18139478876 1699.15065594018 1578.24137609837 1582.41592921058 1236.67627042691 1614.18344801602 1262.73771873841 1837.85401433281 1796.76577389215 2199.35911654867 2080.83992179653 1585.91038796719 1415.90979240239 1985.37423409303 1415.53473354455 1735.05712784841 1388.74517811727 1459.3237953827 1309.16859303755 1658.2672047068 1314.18944584016 1567.42206812141 1477.18377474519 1294.34156110052 1300.92497399991 1396.37809179739 1354.67306371055 1616.56408683691 1637.24048165668 1961.82554077603 1574.63976533307 1202.20502494598 1293.64210846947 1419.78798049823 1320.90350661579 1418.48210853614
"SCN9A" 2219.02507650779 2283.61551218351 2145.50457469894 2298.63511128763 2246.89843676781 2113.19241939435 1892.05498908274 1626.0782447464 2151.76872328894 1506.03164766535 2545.88771763955 2559.5817684094 2567.98533804426 2278.935449141 2473.49149136794 2007.61609996301 2318.77322052875 2435.09827120046 1769.69906239355 2213.0928356387 2217.87946649579 1691.41378482901 2374.23682571143 1532.01061397783 1587.3728683973 1785.85882229705 1326.07909749362 1537.75485599372 2363.44398722276 1671.19043672972 2040.93322069402 2032.43644210649 1678.61087533799 2069.82871437531 1811.45127042512 1915.19843144889 2294.49806499217 2131.25657212824 2302.40404468
"SCNN1A" 512.078142376623 1011.78731519664 811.665075250743 867.539989535056 994.263987209161 800.469273253191 639.497619768363 355.648824839632 868.42448791286 411.295316177795 946.099329768683 1095.48578944748 920.778743169505 654.053509276762 1062.57520768234 1049.48175573476 1149.1561409093 1078.38668433636 1082.17136946811 999.829154855669 927.877901159247 1145.12354433707 1005.09456181429 956.95701626541 1183.57070011646 411.295316177795 1198.83472539038 1079.16627845108 616.553791853231 780.67328678193 940.431431797092 949.593808144222 957.796654145846 824.374385689675 516.285292327354 500.2005489685 674.138747420431 674.138747420431 966.914943577005
"SCNN1B" 1042.06187337063 1402.04537201801 1069.22679180228 1228.31293953886 1953.29410037785 1292.93619630362 1089.61235702079 922.324150587794 1591.25115849458 1071.1826076829 1170.82246157384 1482.75903177724 1248.65393514118 878.205033602054 1249.40209207765 1352.12955490577 1458.32140826751 1300.66417599283 1352.12955490577 1289.08672899621 1260.62134958761 1523.5741083655 1436.85574499068 974.042916299716 1385.08280749157 1160.74340760117 1238.19783433183 1235.58969688005 1531.7177167957 1069.22679180228 1220.0095558125 1281.01855917348 1132.58468782617 1168.63603390252 974.042916299716 1054.87626933548 1154.8491573083 1184.75056871911 1230.39732663119
"SCNN1D" 2001.89453022679 2449.01325852588 1732.48062108462 1554.27915547774 2970.36654073509 2602.31142050521 1402.69023295821 1458.8952450907 2663.96009450648 1006.66784978946 2078.64900501892 2216.78841619058 1558.92651882587 1187.85062030198 1900.26006730798 2316.6269124001 1765.65738846575 2144.3129413066 1660.86157876833 1195.09845682018 1828.59858155888 1526.00589764173 2181.28973779719 1510.64480316155 1014.4309549521 1225.24651647039 1194.34025619829 1486.76852631392 1814.804221765 1884.89065313593 1801.14234910726 2077.13975293475 1778.94961762303 2542.61164020415 1418.21298022418 2018.60775631493 2042.41827160128 2656.14451055848 3063.11951264631
"SCNN1G" 4162.59411220094 3658.8516008606 6342.84576840886 5809.82938871621 5468.80359133711 3456.60718439927 5765.149961093 4629.20301360388 4653.65153113947 2992.23072422372 4384.78066254325 5503.2957614844 5975.33244798801 5809.82938871621 4307.28820721178 5302.6827935225 6594.50744545375 3902.98277193755 5302.6827935225 4176.4035220218 4364.13279492375 3658.8516008606 5243.35447897855 3417.82270062609 1592.31797272633 2475.12499903205 1791.82550037442 4791.73195104525 4482.73786627508 3522.35329795891 4791.73195104525 5049.70027031994 5049.70027031994 2152.33816886186 4907.84382918268 3456.60718439927 3546.94925343364 3480.07313193317 3033.7247557578
"SDHA" 1313.52459353511 1971.38443805102 1490.45965647419 1618.77179335695 1623.32340600637 2061.39220740919 1270.20611931014 1801.6496255489 1861.72243638191 1233.00088687864 1411.19175194487 1599.98092867504 842.171295730737 879.223466127153 1726.7469624214 1532.01061397783 1415.53473354455 1969.93070420857 1355.96168424142 1571.34121200307 1436.25997715992 1092.72406433664 1802.64510317649 1285.49117286672 1118.05295094236 2145.50457469894 3115.26835428274 2134.58410423017 1467.48408268886 1514.44393654399 1967.86043559081 2244.64010011265 3029.81856296034 2064.3673603771 1182.1611222492 2015.64309850961 1736.53727175553 2087.57113816027 2443.98129419025
"SDHB" 826.33458618421 1754.14768901986 1547.5823547427 1665.09108153597 1367.72751335479 1569.69109873524 1181.39337377762 1340.0258290971 1584.51862473263 1356.85201292108 1158.86632729481 1080.07042423258 965.609294333013 918.297046851666 1380.17656201757 1442.00834059432 1313.1886194462 1385.41286603785 1268.90892043246 1293.64210846947 1085.20232490588 1289.7583919917 1520.38604797576 1180.52970333515 1331.29423874454 2037.39746832493 3310.28956129313 2091.28186449286 1451.36223782728 1433.08770521774 1503.34127131648 1685.89364514823 1647.7250985666 1492.34989042547 928.557203268892 1602.3510938358 1348.55277788253 1464.06615823618 1483.84337009989
"SDHC" 1235.58969688005 1524.37545916733 1576.55229450728 1830.84871316457 1036.09515188693 1298.885668234 1466.51609154537 2154.11787384378 1166.7976315192 2383.92858859563 1188.96897088196 1296.54547875242 1152.67236896597 1404.70377130959 1209.72418553222 1021.8112794562 1358.46471103194 1355.29145010756 1333.31959637676 1972.01609809182 1096.6147064423 1421.82632553762 1403.27142136814 1183.2194203309 1013.91516390813 1780.08508792038 3160.00644631103 2168.2358893827 1345.43788911839 1739.05090329749 1622.84866871561 1744.2097975287 1847.3894739739 1519.87409112667 1101.78032430189 1235.30725056122 1184.23888197746 1146.04927682306 1366.60974104492
"SDHD" 417.726064442545 1128.81921947864 1261.78192438532 1265.96062595529 780.67328678193 894.817461672033 1547.18257051938 1467.48408268886 955.97525761973 1574.19884976884 625.181074268686 1010.67306401295 1022.80953896731 1460.33584754491 840.174683038221 1025.32421950832 1166.43355595357 913.443537058625 1129.57078552533 1153.10303790952 819.514660000492 1274.10572633228 1080.07042423258 676.501205369526 946.935756415843 1236.67627042691 2447.56693255549 1571.64955997174 1074.34319394708 940.431431797092 1308.08587200227 1316.16802648286 1195.86708032728 961.233014198662 783.420720691452 955.97525761973 776.355448759495 744.126356629917 900.018951672969
"SDR16C5" 1031.15573116765 1569.31814965335 1857.99995511392 1946.33713669989 1307.32927865295 1078.77604777939 1511.9409144356 1470.19978487562 1154.47302590976 1817.40463929431 1503.9476797742 1539.4546085208 1479.54045707017 1508.58340599868 1527.53295800739 1480.2383219231 1708.7036342664 1684.21178865434 1712.93165344921 1551.07247477395 1132.26179656539 1967.30299960808 1536.72588731623 1225.24651647039 1430.47236174199 1661.9083348341 2358.89387795145 2230.70218875062 1333.31959637676 1730.88644038515 1789.54074523908 1815.71375592031 1592.74391824892 1536.28876165428 1348.02112969257 1330.32194778089 1243.48592329774 1165.98016037064 1239.44255272346
"SDSL" 1477.46743612519 1333.91617830009 1416.94852185716 1629.31429911194 1074.85894868019 1287.09777738653 1548.54233275317 1724.49405322054 1027.58684196952 1966.47612870044 1267.95435719065 976.499056315459 1261.78192438532 1442.63559476672 1403.57284029407 1364.39514782041 1435.51326022806 1158.01553148766 1532.29304902204 2068.01362078642 1437.85278879959 1085.20232490588 1440.21196670627 1296.54547875242 1303.80929688202 1777.31130876682 2197.16167349523 2320.09346594152 1183.2194203309 1842.73423198864 1795.11994519302 1802.1629447095 1411.89627746031 1548.54233275317 1208.38236825543 1841.76250834507 1457.20843155645 1490.07625572042 1672.46592864959
"SEMA3A" 1070.7560815757 1610.95323567129 2110.51132919044 1831.84550292455 2026.09680828391 1743.22708824335 1992.25918656699 1640.04371109558 2131.25657212824 1990.16246345476 1597.53194340337 1633.24046209334 1893.92970521525 2175.31479521148 1771.23414547628 1887.45467591048 2181.28973779719 1621.97945075841 1986.57342279398 1197.75954832492 1915.786232112 1966.47612870044 1539.4546085208 1377.32754371731 1619.62104481109 1380.17656201757 2366.49772154163 2236.36074730233 2080.20420901142 1558.92651882587 1313.52459353511 1463.14088183196 2042.41827160128 1565.39076338934 2075.5587247155 1588.52546559702 1659.23537285044 1609.27559854908 1493.08677942701
"SEMA4B" 1176.19994745789 1570.88385886701 1563.81822105391 1633.60339410519 2083.87821474216 1674.16304467914 1615.85449119819 1451.5981022639 1857.0957331478 1583.77001697307 1729.26078554283 1792.98521532318 1990.16246345476 2083.08367711633 1657.74291609071 1807.92946929575 1933.1956175554 1584.51862473263 1882.78206955829 1165.98016037064 1689.43834530804 1645.58630175773 1585.45861972948 1325.59861283309 1548.91283635291 1320.28550501922 2063.56133046382 1857.0957331478 1821.36779105529 1309.50123304005 1369.39231301922 1507.41631703997 1669.03880150394 1374.49007389332 1792.98521532318 1436.85574499068 1444.16727661419 1457.57195700007 1386.36780930968
"SEMA4G" 4129.77017962035 3725.36828614574 4653.65153113947 5203.34734565998 3751.95646107098 3725.36828614574 4745.76323337792 3891.41938180447 4059.71732725833 1716.93767114591 3133.77292860817 3488.16789600867 3480.07313193317 3010.06838100335 3610.67892935203 3820.64448184504 4745.76323337792 3217.9333511573 3553.4881795338 3310.28956129313 3563.97271767506 4849.58226062722 3836.66136805336 2786.66440518525 1572.83860530302 2832.9318653026 3212.14712241764 4745.76323337792 3533.2492748463 2690.8701673926 3737.79142718643 2970.36654073509 3361.43991846128 2756.00828729387 5109.13039022564 3696.99136631145 3480.07313193317 3533.2492748463 3310.28956129313
"SEMA5A" 1938.3977638717 2040.23208643554 1725.899600568 1926.98742952924 2059.66771816588 1898.43910338788 1786.66568423074 1992.93696955375 1349.65606632275 1568.50932715928 2091.91816591166 2317.94337140943 1864.60816500646 2101.53441647092 2204.74517075254 1919.23877297788 2016.30543944791 2406.12641602954 1892.76759718469 2014.14520381384 2346.25470027361 2211.8968090708 2276.59205827446 1521.20205467059 1253.40037025539 3103.80424837538 2421.36180379341 2673.94784442781 2246.89843676781 2179.0316453591 2269.37111257204 2286.40872164298 1914.49785110021 2078.64900501892 2468.99286377193 2198.28981992803 2318.77322052875 2544.46800371449 2504.68656359741
